SSN,ExplanationRank,PredictionProbability,PredictedCategory,ExplanationInfluencer,ExplanationInfluencerValue,ExplanationStrength,OutlierIndicator
83096,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
83156,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
83185,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
83197,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
83291,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
83324,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
83355,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
83360,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
83428,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
83494,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
83559,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
83585,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
83610,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
83630,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
83667,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
83710,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
83772,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
83801,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
83804,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
83874,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
83879,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
83916,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
84003,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
84020,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
84085,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
84120,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
84153,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
84167,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
84245,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
84246,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
84251,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
84264,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
84274,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
84437,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
84466,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
84468,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
84492,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
84589,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
84689,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
84699,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
84755,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
84792,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
84838,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
84854,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
84906,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
84959,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
84975,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
85001,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
85063,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
85087,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
85135,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
85176,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
85223,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
85305,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
85329,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
85332,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
85346,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
85352,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
85363,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
85434,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
85435,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
85446,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
85483,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
85536,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
85558,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
85662,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
85679,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
85681,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
85831,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
85925,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
85945,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
85952,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
85961,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
86208,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
86276,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
86281,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
86304,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
86337,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
86355,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
86382,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
86436,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
86554,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
86556,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
86564,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
86566,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
86618,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
86722,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
86767,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
86778,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
86779,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
86793,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
86807,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
86917,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
86930,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
86995,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
86997,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
87000,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
87002,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
87042,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
87055,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
87059,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
87170,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
87219,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
87291,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
87621,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
87672,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
87685,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
87753,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
87754,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
87904,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
87948,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
87971,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88000,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88044,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88089,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88090,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88128,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88181,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88184,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88190,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88303,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88317,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88342,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88357,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88393,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88435,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88441,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88476,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88483,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88551,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88594,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88616,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88702,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88720,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88723,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88743,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88755,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88795,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88817,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88824,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88871,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88873,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88899,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88903,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
88977,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89008,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89121,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89136,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89212,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89217,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89226,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89239,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89241,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89265,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89266,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89359,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89386,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89400,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89475,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89545,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89559,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89568,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89572,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89657,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89676,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89698,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89721,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89746,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89749,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89768,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89769,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89770,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89819,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89825,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89861,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89912,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89954,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89958,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
89962,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
90028,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
90029,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
90055,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
90062,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
90099,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
90122,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
90153,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
90191,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
90252,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
90253,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
90267,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
90296,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
90301,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
90336,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
90346,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
90362,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
90386,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
90431,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
90563,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
90577,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
90613,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
90621,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
90635,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
90639,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
90663,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
90748,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
90803,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
90991,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
91017,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
91060,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
91064,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
91088,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
91098,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
91181,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
91193,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
91272,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
91273,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
91278,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
91318,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
91374,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
91378,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
91381,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
91468,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
91507,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
91573,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
91633,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
91635,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
91642,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
91653,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
91663,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
91682,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
91694,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
91778,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
91807,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
91822,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
91853,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
91868,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
91905,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
91929,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
92052,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
92063,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
92082,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
92127,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
92134,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
92140,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
92150,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
92155,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
92198,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
92228,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
92238,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
92263,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
92289,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
92313,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
92389,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
92491,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
92528,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
94244,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
94317,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
94345,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
94363,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
94433,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
94480,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
94489,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
94505,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
94598,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
94636,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
94665,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
94666,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
94717,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
94770,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
94952,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
94976,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
94977,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
95009,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
95029,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
95030,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
95050,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
95073,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
95077,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
95089,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
95093,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
95139,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
95143,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
95309,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
95314,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
95332,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
95375,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
95378,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
95382,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
95410,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
95417,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
97633,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
97666,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
97676,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
97714,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
97750,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
97840,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
97896,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
97898,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
98050,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
98132,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
98137,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
98267,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
98326,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
98332,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
98342,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
98352,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
98393,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
98406,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
98490,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
98529,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
98567,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
98620,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
98623,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
98655,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
98658,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
98744,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
98756,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
98757,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
98763,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
98823,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
98838,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
98869,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
98872,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
98884,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
98906,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
98918,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
98940,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
98945,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
98974,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
98984,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
99046,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
99088,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
99139,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
99215,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
99311,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
99339,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
99342,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
99391,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
99411,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
99503,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
99668,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
99673,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
99718,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
99733,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
99791,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
99855,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
99953,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
99959,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
99962,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
100115,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
100142,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
100170,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
100307,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
100314,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
100345,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
100346,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
100360,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
100419,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
100447,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
100571,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
100627,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
100694,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
100825,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
100826,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
100958,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
100962,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
101018,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
101033,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
101038,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
101086,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
101121,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
101123,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
101145,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
101202,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
101205,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
101224,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
101256,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
101265,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
101370,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
101376,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
101377,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
101423,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
101469,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
101596,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
101600,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
101614,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
101618,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
101682,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
101710,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
101818,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
101831,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
101847,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
101942,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
102026,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
102073,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
102232,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
102237,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
102285,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
102295,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
102338,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
102358,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
102362,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
102402,1,,,marital-status,Married-civ-spouse,0.8785096406936646,
